ID,Site,Location,Deployment_Date,Deployment_DTW_btoc,Sample_Date,Sample_Depth_btoc,Sampling_DTW_btoc,New_Bag_Deployed,Notes,
1,Background,BWL005PZ,2/6/2020,51.93,8/13/2020,88,51.84,Y,,
2,CG041-010,10C003MW,7/10/2019,38.01,8/20/2020,44,37.73,Y,,
3,CG041-010,10C006MW,7/15/2019,57.47,8/19/2020,99.45,56.93,Y,,
4,CG041-010,10C007MW,7/15/2019,54,8/19/2020,119.31,53.26,Y,,
5,CG041-010,10C009MW,7/15/2019,48.11,8/19/2020,49.85,47.35,Y,,
6,CG041-010,10C017AMW,7/10/2019,29.97,8/19/2020,49.59,29.48,Y,,
7,CG041-010,10C017BMW,7/10/2019,35.02,8/19/2020,89.68,33.95,Y,,
8,CG041-010,10C019AMW,7/15/2019,88,8/19/2020,119.25,82.8,Y,,
9,CG041-010,10C019BMW,7/15/2019,57.7,8/19/2020,153.48,57.03,Y,,
10,CG041-010,10C021BMW,7/15/2019,25.41,8/19/2020,113.6,24.35,Y,,
11,CG041-010,10C027MW,7/10/2019,50.8,8/20/2020,69.39,50.15,Y,,
12,CG041-010,10C028MW,7/10/2019,28.41,8/19/2020,39.18,27.97,Y,,
13,CG041-010,10C029MW,7/10/2019,26.09,8/19/2020,43,26.42,Y,,
14,CG041-010,10C035RW,7/10/2019,49.42,8/20/2020,56,48.9,Y,,
15,CG041-010,10C040RW,7/10/2019,42.29,8/20/2020,44.3,41.72,Y,,
16,CG041-010,10C041RW,8/8/2019,37.69,8/28/2020,55,31.16,Y,,
17,CG041-010,10C045RW,7/10/2019,46.73,8/20/2020,56,46.2,Y,,
18,CG041-010,10C050RW,7/10/2019,29.07,8/20/2020,43,28.6,Y,,
19,CG041-010,10C051RW,7/10/2019,35.28,8/20/2020,48,34.63,Y,,
20,CG041-010,10C054RW,7/10/2019,33.95,8/20/2020,52.5,33.5,Y,,
21,CG041-010,10C055RW,7/10/2019,28.82,8/20/2020,55,28.34,Y,,
22,CG041-010,10C070RW,7/10/2018,NR,8/20/2020,40.91,31.49,Y,,
23,CG041-010,10C071MW,7/11/2018,NR,8/19/2020,79.98,60.6,Y,,
24,CG041-010,10M004MW,7/10/2019,39.41,8/20/2020,46,49.21,Y,,
25,CG041-010,10M007MW-R,8/8/2019,26.28,8/19/2020,45,26.88,Y,,
26,CG041-010,10R003MW,7/10/2019,24.57,8/19/2020,29.1,24.09,Y,,
27,CG041-010,10R004MW,7/15/2019,67.03,2/7/2020,71,66.66,Y,,
28,CG041-010,10R004MW,2/7/2020,67.87,8/19/2020,71,66.81,Y,,
29,CG041-010,10R005MW,7/15/2019,73.32,8/19/2020,77.5,72.82,Y,,
30,CG044-013,13C045MW,8/2/2019,27.77,2/20/2020,176.58,26.06,Y,,
31,CG044-013,13C054MW,8/2/2019,24,2/20/2020,250.14,21.96,Y,,
32,CG044-013,13C090AMW,7/24/2019,28.23,2/20/2020,56.15,27.71,Y,,
33,CG044-013,13C090BMW,7/24/2019,28.95,2/20/2020,100.88,27.85,Y,,
34,CG044-013,13C103MW,8/2/2019,24.04,2/20/2020,95,22.73,Y,,
35,CG044-013,13C104MW,8/2/2019,26.89,2/20/2020,105,25.23,Y,,
36,CG044-013,13C105MW,7/26/2019,23.74,2/20/2020,198,20.99,Y,,
37,CG044-013,13C106MW,7/26/2019,23.36,2/20/2020,250,21.1,Y,,
38,CG044-013,13L029MW,7/24/2019,30.38,2/20/2020,100.5,29.12,Y,,
39,CG041-017,17C009MW,8/1/2019,45.64,9/4/2020,48,46.31,Y,,
40,CG041-017,17C010MW,8/1/2019,62.71,9/4/2020,70,63.21,Y,,
41,CG041-017,17C015AMW,7/30/2019,12.93,2/17/2020,13.5,8.18,Y,,
42,CG041-017,17C015AMW,2/17/2020,3.77,8/31/2020,13.5,9.14,Y,,
43,CG041-017,17C015BMW,7/30/2019,14.14,2/17/2020,54.15,10.55,Y,,
44,CG041-017,17C015BMW,2/17/2020,8.62,8/31/2020,54.15,14.71,Y,,
45,CG041-017,17C156MW,8/1/2019,12.21,8/31/2020,34,9.34,Y,,
46,CG041-017,17C157MW,8/1/2019,12.66,8/31/2020,33,9.61,Y,,
47,CG041-017,17C159MW,8/1/2019,12.29,8/31/2020,30.3,10.03,Y,,
48,CG041-017,17C160MW,8/1/2019,14.13,8/31/2020,29.95,9.6,Y,,
49,CG041-017,17C161MW,7/31/2019,14.01,8/28/2020,20,11.89,Y,,
50,CG041-017,17C162MW,8/1/2019,14.8,8/31/2020,18.46,11.95,Y,,
51,CG041-017,17C164MW,8/1/2019,10.66,8/31/2020,12.5,7.61,Y,,
52,CG041-017,17C165BMW,8/1/2019,16.19,2/17/2020,39,12.34,Y,,
53,CG041-017,17C165BMW,2/17/2020,17.15,8/31/2020,39,15.91,Y,,
54,CG041-017,17C166MW,8/1/2019,14,2/17/2020,39,9.64,Y,,
55,CG041-017,17C166MW,2/17/2020,14.44,8/31/2020,39,11.04,Y,,
56,CG041-017,17C168MW,7/30/2019,12.77,9/4/2020,28,10.07,Y,,
57,CG041-017,17C169MW,7/30/2019,11.95,8/31/2020,20,10.31,Y,,
58,CG041-017,17H15AMW,3/11/2019,NA,2/17/2020,16,11.09,Y,,
59,CG041-017,17H15AMW,2/17/2020,11.69,,16,16.59,N,Grab sample collected w/ bailer due to insufficient water column,
60,CG041-017,17H15BMW,7/30/2019,16.6,9/4/2020,28,12.09,Y,,
61,CG041-017,17H16BMW,7/30/2019,13.77,2/17/2020,28,9.93,Y,,
62,CG041-017,17H16BMW,2/17/2020,6.04,9/4/2020,28,11.02,Y,,
63,CG041-017,17H17BMW,7/30/2019,16.27,9/4/2020,26.92,11.11,Y,,
64,CG041-017,17H18AMW,,,9/4/2020,,,,,
65,CG041-017,17H18BMW,,,9/4/2020,,,,,
66,CG041-017,17L007MW,8/31/2018,NR,9/4/2020,24,11.85,,,
67,CG041-017,17L010MW,7/30/2019,15.1,2/17/2020,20,9.9,Y,,
68,CG041-017,17L010MW,2/17/2020,6.98,8/31/2020,17,10.6,Y,,
69,CG041-017,17V001MW,8/1/2019,17.7,2/17/2020,22,12.56,Y,,
70,CG041-017,17V001MW,2/17/2020,18.21,8/31/2020,22,12.91,Y,,
71,CG041-017,17V002MW,3/28/2018,NR,8/31/2020,18,15.52,Y,,
72,CG041-017,17V012MW,8/1/2019,14.82,2/17/2020,17,9.83,Y,,
73,CG041-017,17V012MW,2/17/2020,15.31,8/31/2020,17,10.91,Y,,
74,CG041-017,UCL001MW,8/1/2019,32.29,9/4/2020,36,33.01,Y,,
75,CG041-018,18C021AMW,7/12/2019,47.82,2/17/2020,62,45.9,Y,,
76,CG041-018,18C021AMW,2/17/2020,51.8,8/27/2020,62,48.17,Y,,
77,CG041-018,18C021BMW,7/12/2019,47.61,2/17/2020,94,45.85,Y,,
78,CG041-018,18C021BMW,2/17/2020,51.6,8/27/2020,94,48.27,Y,,
79,CG041-018,18C028MW,7/12/2019,49.13,2/18/2020,74,47.25,Y,,
80,CG041-018,18C028MW,2/18/2020,52.13,8/27/2020,74,49.56,Y,,
81,CG041-018,18C043MW,7/12/2019,48.85,8/27/2020,72,45.57,Y,,
82,CG041-018,18C044MW,7/25/2019,48.39,8/27/2020,74,48.75,Y,,
83,CG041-018,18C047MW,7/12/2019,46.79,8/27/2020,56,43.26,Y,,
84,CG041-029,29C008AMW,7/26/2019,33.2,8/25/2020,48,32.06,Y,,
85,CG041-029,29C008BMW,7/26/2019,40.69,8/25/2020,73,41.44,Y,,
86,CG041-029,29C009BMW,7/29/2019,29.89,8/25/2020,65,29.48,Y,,
87,CG041-029,29C037AMW,7/26/2019,27.13,8/25/2020,32.79,26.43,Y,,
88,CG041-029,29C037BMW,7/26/2019,32.53,8/25/2020,26.58,33.31,Y,,
89,CG041-029,29C038AMW,7/29/2019,27.38,8/25/2020,38,27.06,Y,,
90,CG041-029,29C038BMW,7/29/2019,35.79,8/25/2020,70,37.8,Y,,
91,CG041-029,29C040AMW,7/25/2019,26.09,8/25/2020,70,28.48,Y,,
92,CG041-029,29C040BMW,7/25/2019,26.05,8/25/2020,99.5,28.49,Y,,
93,CG041-029,29L004MW,7/26/2019,39.62,9/9/2020,86,39.26,Y,,
94,CG041-029,29VW004,7/26/2019,24.78,8/25/2020,33.5,23.52,Y,,
95,CG041-039,19C001MW,7/11/2019,33.14,8/18/2020,89.71,34.96,Y,,
96,CG041-039,19C002MW,7/15/2019,32.92,8/13/2020,75,33.79,Y,,
97,CG041-039,19C003MW,7/15/2019,32.64,8/13/2020,89,33.74,Y,,
98,CG041-039,19L001MW,7/15/2019,31.89,8/13/2020,73.8,32.75,Y,,
99,CG041-039,19L002MW,7/15/2019,29.55,8/18/2020,76,30.94,Y,,
100,CG041-039,36U001MW,7/11/2019,27.85,8/19/2020,35,28.45,Y,,
101,CG041-039,39C013BMW,7/10/2019,30.44,8/14/2020,71.5,30.95,Y,,
102,CG041-039,39C014BMW,7/10/2019,17.15,8/19/2020,54,17.92,Y,,
103,CG041-039,39C015AMW,7/10/2019,12.69,8/14/2020,52.85,17.95,Y,,
104,CG041-039,39C016MW,7/15/2019,28.53,8/13/2020,170.1,31.4,Y,,
105,CG041-039,39C017BMW,7/31/2019,32.13,8/27/2020,61,32.2,Y,,
106,CG041-039,39C019AMW,7/12/2019,13.25,8/19/2020,27,15.2,Y,,
107,CG041-039,39C019BMW,7/12/2019,25.96,8/19/2020,66,24.85,Y,,
108,CG041-039,39C025MW,7/12/2019,13.99,8/26/2020,36.5,16.22,Y,,
109,CG041-039,39C045BMW,7/31/2019,29.75,8/26/2020,57,31.45,Y,,
110,CG041-039,39C047MW,7/12/2019,22.53,8/19/2020,39,24.2,Y,,
111,CG041-039,39C058AMW,7/11/2019,22.45,8/18/2020,37.2,23.02,Y,,
112,CG041-039,39C058BMW,7/11/2019,21.31,8/18/2020,57.36,21.9,Y,,
113,CG041-039,39C058CMW,7/11/2019,34.82,8/18/2020,100,35.47,Y,,
114,CG041-039,39U003AMW,7/11/2019,12.75,8/18/2020,30,11.89,Y,,
115,CG041-039,39U003BMW,7/11/2019,24.91,8/18/2020,70,26.18,Y,,
116,CG041-039,39U003CMW,7/11/2019,24.76,8/18/2020,115,26.04,Y,,
117,CG041-039,39U004AMW,7/11/2019,19.27,8/19/2020,29,18.6,Y,,
118,CG041-039,39U004BMW,7/11/2019,30.44,8/19/2020,65,21.25,Y,,
119,CG041-039,39U004CMW,7/11/2019,30.38,8/19/2020,101,31.49,Y,,
120,CG041-039,39U005AMW,7/12/2019,22.9,8/19/2020,29,24.35,Y,,
121,CG041-039,39U005BMW,7/12/2019,33.74,8/19/2020,57.5,33.73,Y,,
122,CG041-039,39U006AMW,7/12/2019,25.62,8/19/2020,35,27.28,Y,,
123,CG041-039,39U006BMW,7/12/2019,36.78,8/19/2020,74,36.54,Y,,
124,CG041-039,39U007AMW,7/11/2019,26.84,8/19/2020,42,26.7,Y,,
125,CG041-039,39U007APZ,7/12/2019,21.94,8/19/2020,35,23.85,Y,,
126,CG041-039,39U007BMW,7/11/2019,40.72,8/19/2020,72,40.82,Y,,
127,CG041-039,39U007BPZ,7/12/2019,23.1,8/19/2020,57.5,25.82,Y,,
128,CG041-039,39U007CMW,7/11/2019,40.88,8/19/2020,90,40.96,Y,,
129,CG041-039,39U008AMW,7/18/2019,24.75,8/13/2020,65.48,24.89,Y,,
130,CG041-039,39U008APZ,7/12/2019,24.54,8/19/2020,36,26.26,Y,,
131,CG041-039,39U008BPZ,7/12/2019,24.51,8/19/2020,55,26,Y,,
132,CG041-039,39U009AMW,7/15/2019,27.46,8/13/2020,90.15,29.55,Y,,
133,CG041-039,39U009BMW,7/15/2019,27.78,8/13/2020,139.13,29.99,Y,,
134,CG041-039,A72U001AMW,7/11/2019,15.43,8/18/2020,33.94,15.96,Y,,
135,CG041-039,A72U001BMW,7/11/2019,29.65,8/18/2020,99.5,30.26,Y,,
136,CG041-039,A72U002AMW,7/12/2019,18.69,8/19/2020,25,18.47,Y,,
137,CG041-039,A72U002BMW,7/12/2019,31.85,8/19/2020,78,32.29,Y,,
138,CG041-039,A72U002CMW,7/12/2019,31.75,8/19/2020,111,33.2,Y,,
139,CG041-039,A72U003AMW,7/15/2019,21.18,8/13/2020,30,20.74,Y,,
140,CG041-039,A72U003BMW,7/15/2019,31.9,8/13/2020,75,32.96,Y,,
141,CG041-039,A72U003CMW,7/15/2019,29.76,2/7/2020,128.5,27.53,Y,,
142,CG041-039,A72U003CMW,2/7/2020,33.68,8/13/2020,128.5,35.59,Y,,
143,CG041-039,UBL001MW,7/12/2019,35.82,8/19/2020,77,33.88,Y,,
144,CG041-507,23U006AMW,7/29/2019,12.07,8/13/2020,22,16.12,Y,Thin PDB,
145,CG041-507,23U006BMW,7/29/2019,14.81,8/13/2020,46.3,17.16,Y,,
146,CG041-507,23U006CMW,7/29/2019,15.9,8/13/2020,67,16.3,Y,,
147,CG041-507,SWMU23C001AMW,7/15/2019,15.19,8/18/2020,35,15.1,Y,,
148,CG041-507,SWMU23C001BMW,7/15/2019,21.32,8/18/2020,53,15.37,Y,,
149,CG041-507,SWMU23C002MW,7/11/2019,14.77,8/13/2020,30,16.65,Y,,
150,CG041-507,SWMU23C003MW,7/11/2019,10.23,8/13/2020,45,11.78,Y,,
151,CG041-507,SWMU23C004AMW,7/11/2019,19.62,8/13/2020,32,21.35,Y,,
152,CG041-507,SWMU23C004BMW,7/11/2019,25.23,8/13/2020,73,25.26,Y,,
153,CG041-507,SWMU23C005MW,7/11/2019,16.8,8/13/2020,50,18.08,Y,,
154,CG041-507,SWMU23C006AMW,7/31/2018,NR,8/13/2020,25,15.67,Y,,
155,CG041-507,SWMU23U001AMW,7/11/2019,15.19,8/13/2020,32.5,17.1,Y,,
156,CG041-507,SWMU23U001BMW,7/11/2019,21.32,8/13/2020,,21.47,Y,,
157,CG041-508,SS508C009MW,7/8/2019,6.68,8/11/2020,16,7.07,Y,,
158,CG044-003,03C011MW,,NR,7/12/2019,58.5,49.28,Y,,
159,CG044-003,03C012AMW,7/24/2017,48.87,7/18/2019,95,43.6,Y,,
160,CG044-003,03C012BMW,7/24/2017,48.77,7/18/2019,125,43.26,Y,,
161,CG044-003,03C013BMW,7/12/2019,48.75,8/24/2020,122,46.3,Y,,
162,CG044-003,03C021MW,7/12/2019,46.33,8/26/2020,57.5,42.66,Y,,
163,CG044-003,03C046AMW,7/12/2019,47.32,2/14/2020,68,45.65,Y,,
164,CG044-003,03C046AMW,2/14/2020,50.14,8/26/2020,67,46.68,Y,,
165,CG044-003,03C046BMW,7/12/2019,NR,8/26/2020,108,47.11,Y,,
166,CG044-003,03C048MW,7/12/2019,50.97,2/14/2020,73,49.33,Y,,
167,CG044-003,03C048MW,2/14/2020,53.14,8/26/2020,73.65,50.23,Y,,
168,CG044-003,03C049MW,7/12/2019,54.64,8/26/2020,74,51.67,Y,,
169,CG044-003,03C058MW,7/18/2019,41.26,2/19/2020,100,39.28,Y,,
170,CG044-003,03C058MW,2/19/2020,43.48,8/28/2020,100,42.8,Y,,
171,CG044-003,03C059MW,7/12/2019,41.14,2/19/2020,98,38.92,Y,,
172,CG044-003,03C059MW,2/19/2020,67.87,8/28/2020,98,43.41,Y,,
173,CG044-003,03C060MW,7/18/2019,47.98,2/19/2020,135,45.91,Y,,
174,CG044-003,03C060MW,2/19/2020,50.2,8/28/2020,135,49.19,Y,,
175,CG044-003,03C061MW,7/12/2019,47,2/14/2020,62,45.42,Y,,
176,CG044-003,03C061MW,2/14/2020,48.69,8/26/2020,62,45.73,Y,,
177,CG044-003,03L001MW,7/12/2019,48.5,8/26/2020,100,46.18,Y,,
178,CG044-003,03R002MW,7/12/2019,45.36,8/26/2020,59.5,47.75,Y,,
179,CG044-003,03R011MW,7/24/2017,49.48,7/18/2019,65.5,44.18,Y,,
180,CG044-003,FT03PEW4,7/12/2019,49.98,8/26/2020,55,47.05,Y,portable,
181,CG044-003,FT03VW7D,,NR,8/8/2019,57,53.28,Y,,
182,CG044-013,02R003MW,8/8/2018,NR,9/1/2020,84.6,31.95,Y,,
183,CG044-013,13C003MW,7/1/2019,16.14,7/24/2019,87,19.96,N,Thin PDB,
184,CG044-013,13C004MW,7/1/2019,18.22,7/24/2019,59,20.6,N,Thin PDB, PDB won't go down farther than 59 feet.
185,CG044-013,13C038MW,7/24/2019,39.83,9/1/2020,97,44.53,Y,,
186,CG044-013,13C039MW,7/24/2019,40.17,9/1/2020,139,44.8,Y,,
187,CG044-013,13C041PZD,7/26/2019,33,9/3/2020,170.7,53.42,Y,,
188,CG044-013,13C041PZM,7/26/2019,30,9/3/2020,130.4,47.55,Y,,
189,CG044-013,13C041PZS,7/26/2019,29.3,9/3/2020,105,46.32,Y,,
190,CG044-013,13C042MW,8/2/2019,32.11,9/3/2020,178.75,49.27,Y,,
191,CG044-013,13C043MW,7/26/2019,32.67,9/3/2020,174,46.89,Y,,
192,CG044-013,13C044MW,7/26/2019,33.06,9/3/2020,179.05,46.79,Y,,
193,CG044-013,13C045MW,8/2/2019,29.56,9/3/2020,176.5,48.21,Y,,
194,CG044-013,13C046MW,8/2/2019,36.33,9/3/2020,172.79,49.33,Y,,
195,CG044-013,13C048PZS,8/1/2017,36.42,7/24/2019,79,25.87,Y,,
196,CG044-013,13C049MW,8/2/2019,25.93,9/3/2020,92.2,36.54,Y,,
197,CG044-013,13C054MW,8/2/2019,25.99,9/3/2020,250.14,48,Y,,
198,CG044-013,13C055MW,8/2/2019,32.55,9/3/2020,285,48.17,Y,,
199,CG044-013,13C056MW,7/24/2019,36.69,9/2/2020,102,44.76,Y,,
200,CG044-013,13C057AMW,7/26/2019,19.92,8/9/2019,87,20.48,Y,,
201,CG044-013,13C057BMW,,NR,7/26/2019,137,23.84,Y,,
202,CG044-013,13C058MW,7/25/2019,36.18,9/1/2020,262,57.08,Y,,
203,CG044-013,13C071MW,7/24/2019,35.91,9/2/2020,,,N,Well Dry,
204,CG044-013,13C089AMW,7/24/2019,35.53,9/8/2020,51.55,44.78,Y,,
205,CG044-013,13C089BMW,7/24/2019,36.05,9/8/2020,100.48,43.42,Y,,
206,CG044-013,13C090AMW,7/24/2019,37.6,9/8/2020,56.15,45.71,Y,,
207,CG044-013,13C090BMW,7/24/2019,37.93,9/8/2020,100.88,45.44,Y,,
208,CG044-013,13C103MW,8/2/2019,24.89,9/3/2020,95,43.14,Y,,
209,CG044-013,13C104MW,8/2/2019,28.72,9/3/2020,105,47.34,Y,,
210,CG044-013,13C105MW,7/26/2019,23.87,9/1/2020,198,53.89,Y,,
211,CG044-013,13C106MW,7/26/2019,25.55,9/3/2020,250,45.94,Y,,
212,CG044-013,13L001MW,7/14/2019,38.24,8/11/2020,107.58,40.6,Y,,
213,CG044-013,13L007MW,7/25/2019,28.31,8/9/2019,96,30.82,Y,,
214,CG044-013,13L009MW,8/2/2017,36.2,7/25/2019,103,23.29,Y,,
215,CG044-013,13L010MW,7/24/2019,30.21,9/2/2020,107,48.66,Y,,
216,CG044-013,13L018MW,7/24/2019,41.9,9/1/2020,208,64.73,Y,,
217,CG044-013,13L022MW,7/25/2019,34.63,9/1/2020,189,44.57,Y,,
218,CG044-013,13L028MW,7/24/2019,39.26,9/2/2020,174,48.26,Y,,
219,CG044-013,13L029MW,7/24/2019,39.32,9/8/2020,100.5,47.1,Y,,
220,CG044-013,13L030MW,7/26/2019,33.27,9/3/2020,180,48.74,Y,,
221,CG044-013,13L031MW,8/2/2019,32.69,9/3/2020,188.1,45.3,Y,,
222,CG044-013,13L032MW,7/26/2019,35.65,9/8/2020,172.5,42.42,Y,,
223,CG044-013,13O033MW,8/2/2019,34.48,9/3/2020,118.51,46.9,Y,,
224,CG044-013,13O034MW,8/2/2019,33.28,9/3/2020,127.2,46.84,Y,,
225,CG044-013,13O035MW,8/2/2019,33.5,9/3/2020,164.4,47.09,Y,,
226,CG044-013,13O036MW,7/26/2019,36.27,9/8/2020,124,42.73,Y,,
227,CG044-013,13O037MW,7/26/2019,31.71,9/1/2020,192,46.1,Y,,
228,CG044-031,31C006BMW,7/31/2019,44.7,8/14/2020,113,50.38,Y,,
229,CG044-031,31C006CMW,7/31/2019,46.45,8/14/2020,142.5,50.2,Y,,
230,CG044-031,31C011AMW,,NA,,,,N,EVO on probe. No deployment. Grab sample w/ pump.,
231,CG044-031,31C011BMW,8/1/2019,54.02,8/13/2020,132,57.48,Y,,
232,CG044-031,31C012AMW,7/19/2019,50.54,8/13/2020,110,55.76,Y,,
233,CG044-031,31C012BMW,7/14/2019,50.49,8/13/2020,136,55.74,Y,,
234,CG044-031,31C013MW,8/1/2019,50.09,8/25/2020,101,51.1,Y,,
235,CG044-031,31C015MW,7/23/2019,50.73,8/14/2020,110,53.14,Y,,
236,CG044-031,31C018MW,7/23/2019,51.09,8/14/2020,107,52.96,Y,,
237,CG044-031,31C020MW,7/30/2019,51.5,8/27/2020,104,55.05,Y,,
238,CG044-031,31C022MW,7/23/2019,49.7,8/14/2020,107,51.71,Y,,
239,CG044-031,31C026MW,7/19/2019,43.64,8/14/2020,101.82,50.64,Y,,
240,CG044-031,31C032MW,8/1/2019,48.98,8/18/2020,100,48.88,Y,,
241,CG044-031,31C033MW,8/1/2019,49.87,8/25/2020,105,53.32,Y,,
242,CG044-031,31C035MW,7/31/2019,41.57,8/14/2020,100,49.36,Y,,
243,CG044-031,31C036AMW,,NA,2/7/2020,116.5,52.41,Y,,
244,CG044-031,31C036BMW,,NA,2/7/2020,175,52.45,Y,,
245,CG044-031,31C041AMW,7/25/2019,49.53,8/12/2020,121,58.24,Y,,
246,CG044-031,31C042AMW,7/30/2019,43.78,2/10/2020,63,42.48,Y,,
247,CG044-031,31C042AMW,2/10/2020,45.7,8/27/2020,63,47.08,Y,,
248,CG044-031,31C042BMW,7/30/2019,43.96,2/10/2020,95,42.52,Y,,
249,CG044-031,31C042BMW,2/10/2020,45.77,8/27/2020,95,47.25,Y,,
250,CG044-031,31C043MW,7/30/2019,43.37,2/10/2020,95,42.03,Y,,
251,CG044-031,31C043MW,2/10/2020,45.21,8/27/2020,95,46.58,Y,,
252,CG044-031,31C045BMW,8/2/2019,42.71,2/7/2020,203,39.9,Y,,
253,CG044-031,31C045BMW,2/7/2020,44.2,8/12/2020,202.71,58.42,Y,,
254,CG044-031,31C046AMW,7/19/2019,34.28,2/5/2020,155,32,Y,,
255,CG044-031,31C046AMW,2/5/2020,36.43,8/13/2020,155,50.59,Y,,
256,CG044-031,31C046BMW,7/19/2019,34.17,2/5/2020,206,31.91,Y,,
257,CG044-031,31C046BMW,2/5/2020,36.33,8/13/2020,206,50.41,Y,,
258,CG044-031,31C047AMW,7/19/2019,31.54,2/5/2020,152,29.31,Y,,
259,CG044-031,31C047AMW,2/5/2020,33.72,8/13/2020,152,49.66,Y,,
260,CG044-031,31C047BMW,7/19/2019,31.47,2/5/2020,195,29.24,Y,,
