ID,Site,Location,Deployment_Date,Deployment_DTW_btoc,Sample_Date,Sample_Depth_btoc,Sampling_DTW_btoc,New_Bag_Deployed,Notes,
1021,CG044-013,13L010MW,8/8/2018,39.15,2/6/2019,107,30.21,Y,,
1022,CG041-017,17C015AMW,8/7/2018,13.41,2/15/2019,13.5,3.77,Y,,
1023,CG041-017,17C015BMW,8/7/2018,15.25,2/15/2019,54,8.62,Y,,
1024,CG041-017,17C165BMW,8/7/2018,17.15,2/15/2019,39,9.55,Y,,
1025,CG041-017,17C166MW,8/7/2018,14.44,2/15/2019,39,5.82,Y,,
1026,CG041-017,17H15AMW,3/11/2019,11.69,3/11/2019,15,11.69,N,Sampled with Peristaltic and PDB added on 3/11/2019,
1027,CG041-017,17H16AMW,,,3/11/2019,15.5,8.44,Y,,
1028,CG041-017,17H16BMW,8/7/2018,14.18,2/15/2019,29,6.04,Y,,
1029,CG041-017,17L010MW,8/7/2018,15.65,2/15/2019,15,6.98,Y,,
1030,CG041-018,18C021AMW,8/1/2018,51.8,2/15/2019,62,50.22,Y,,
1031,CG041-018,18C028MW,8/1/2018,52.13,2/15/2019,74,51.53,Y,,
1032,CG044-031,31C042AMW,8/2/2018,47.91,2/14/2019,63,45.7,Y,,
1033,CG044-031,31C042BMW,8/2/2018,48.29,2/14/2019,95,45.77,Y,,
1034,CG044-031,31C043MW,8/2/2018,47.52,2/14/2019,95,45.21,Y,,
1035,CG044-031,31C044MW,8/30/2018,47.94,2/7/2019,98,46.14,Y,,
1036,CG044-031,31C045AMW,8/30/2018,49.63,2/7/2019,157,46.73,Y,,
1037,CG044-031,31C045BMW,8/2/2018,49.09,2/7/2019,202.71,44.2,Y,,
1038,CG044-031,31C046AMW,8/31/2018,40.78,2/8/2019,155,36.43,Y,,
1039,CG044-031,31C046BMW,8/31/2018,40.7,2/8/2019,206,36.33,Y,,
1040,CG044-031,31C047AMW,8/31/2018,38.15,2/8/2019,152,33.72,Y,,
1041,CG044-031,31C047BMW,8/31/2018,38.15,2/8/2019,195,33.69,Y,,
1042,CG044-031,31C048AMW,7/2/2018,38.39,2/8/2019,153.69,35.18,Y,,
1043,CG044-031,31C048BMW,7/2/2018,38.83,2/8/2019,197.52,35.05,Y,,
1044,CG044-031,31C049MW,8/30/2018,51.74,2/8/2019,143,49.13,Y,,
1045,Flightline Area,01C007AMW,8/3/2018,37.8,2/14/2019,60,29.25,Y,,
1046,CG044-031,01C007BMW,8/3/2018,38,2/14/2019,98,22.99,Y,,
1047,CG044-031,01C007CMW,8/3/2018,38.26,2/14/2019,180,28.97,Y,,
1048,CG044-031,01C008AMW,8/3/2018,43.78,2/7/2019,57,36.43,Y,,
1049,CG044-031,01C008CMW,8/3/2018,44.04,2/7/2019,148.5,36.82,Y,,
1050,CG044-031,01C009BMW,7/13/2018,36.86,2/18/2019,128,33.87,Y,,
1051,CG044-031,01C011AMW,7/13/2018,36.9,2/14/2019,60,32.83,Y,,
1052,CG044-031,01C011BMW,7/13/2018,41.33,2/14/2019,140.5,31.68,Y,,
1053,CG044-031,01C011CMW,7/13/2018,33.95,2/14/2019,190,31.82,Y,,
1054,CG044-031,01C104AMW,7/13/2018,41.34,2/7/2019,65,40.18,Y,,
1055,CG044-031,01L002MW,8/3/2018,40.74,2/14/2019,100.5,34.29,Y,,
1056,CG044-031,01L003MW,7/13/2018,39.17,2/14/2019,93,34.05,Y,,
1057,CG044-031,01L009MW,8/3/2018,39.8,2/7/2019,68,38.01,Y,,
1058,CG044-031,05R002MW,7/17/2018,61.31,2/7/2019,161,60.77,Y,,
1059,CG044-031,05R003MW,7/17/2018,69.65,2/7/2019,85,69.45,Y,,
1060,CG044-031,21L002MW,7/17/2018,45.03,2/7/2019,70,44.46,Y,,
1061,CG044-031,32C081MW,8/27/2018,43.36,2/18/2019,128,39.37,Y,,
1062,CG044-031,32C082AMW,8/30/2018,41.83,2/11/2019,95,37.07,Y,,
1063,CG044-031,32C082BMW,8/30/2018,40.87,2/11/2019,160,35.66,Y,,
1064,CG044-031,32C083AMW,12/5/2018,37.73,2/11/2019,150,36.77,Y,,
1065,CG044-031,32C083BMW,12/5/2018,37.55,2/11/2019,205,36.52,Y,,
1066,CG044-031,32C084AMW,8/27/2018,48.21,2/7/2019,150,41.02,Y,,
1067,CG044-031,32C084BMW,8/27/2018,47.83,2/7/2019,210,40.89,Y,,
1068,SS023,SWMU23U002BMW,7/3/2018,34.84,2/6/2019,57.2,34.7,Y,,
1069,CG041-039,39C045BMW,8/2/2018,31.61,2/14/2019,57,29.75,,,
1070,CG044-040,40C038MW,,,2/13/2019,115,53.38,Y,,
1071,CG044-040,40C044MW,7/20/2018,42.7,2/13/2019,160,39.34,Y,,
1072,CG044-040,40C054MW,,,2/12/2019,115,55.65,Y,,
1073,CG044-040,40C055MW,8/30/2018,62.45,2/13/2019,98,60.8,Y,,
1074,CG044-040,40C056MW,8/30/2018,57.43,2/14/2019,93,55.65,Y,,
1075,CG044-040,40C057MW,8/30/2018,60.11,2/13/2019,95,55.91,Y,,
1076,CG044-040,40C058AMW,8/30/2018,62.8,2/14/2019,107,60.82,Y,,
1077,CG044-040,40C058BMW,8/30/2018,61.6,2/14/2019,144,59.82,Y,,
1078,CG044-040,40C059MW,8/30/2018,58.02,2/13/2019,115,55.95,Y,,
1079,CG044-040,40C060MW,12/5/2018,52.87,2/13/2019,91,49.42,Y,,
1080,CG044-040,40C061AMW,12/5/2018,58.75,2/12/2019,115,58.19,Y,,
1081,CG044-040,40C061BMW,12/5/2018,58.61,2/12/2019,141,58.05,Y,,
1082,CG044-040,40C062MW,8/30/2018,36.56,2/13/2019,69,34.9,Y,,
1083,PL582,LRSMW4B,8/1/2018,53.05,2/13/2019,62,50.48,Y,,
1084,PL582,LRSMW7,8/1/2018,54.05,2/13/2019,64.5,52.42,Y,,
1085,PL582,LRSMW8,8/1/2008,54.3,2/13/2019,66,53.05,Y,,
1086,PL582,PL582C029MW,8/1/2018,59,2/13/2019,69,57.14,Y,,
1087,CG044-003,03C011MW,,,7/12/2019,58.5,49.28,Y,,
1088,CG044-003,03C012AMW,7/24/2017,48.87,7/18/2019,95,43.6,Y,,
1089,CG044-003,03C012BMW,7/24/2017,48.77,7/18/2019,125,43.26,Y,,
1090,CG044-003,03C013BMW,7/11/2018,48.75,7/12/2019,119.5,45.78,Y,,
1091,CG044-003,03C021MW,7/13/2018,46.33,7/12/2019,57.5,43.22,Y,,
1092,CG044-003,03C046AMW,7/12/2018,50.14,7/12/2019,68,47.32,Y,,
1093,CG044-003,03C046BMW,7/12/2018,,7/12/2019,108,46.96,Y,,
1094,CG044-003,03C048MW,2/7/2019,53.14,7/12/2019,73.65,50.97,Y,,
1095,CG044-003,03C049MW,2/7/2019,54.64,7/12/2019,74,52.52,Y,,
1096,CG044-003,03C058MW,2/7/2019,43.48,7/18/2019,100,41.26,Y,,
1097,CG044-003,03C059MW,2/7/2019,67.87,7/12/2019,98,41.14,Y,,
1098,CG044-003,03C060MW,2/7/2019,50.2,7/18/2019,135,47.98,Y,,
1099,CG044-003,03C061MW,2/7/2019,48.69,7/12/2019,62.5,47,Y,,
1100,CG044-003,03L001MW,7/12/2018,48.5,7/12/2019,100,45.52,Y,,
1101,CG044-003,03R002MW,7/12/2018,45.36,7/12/2019,59.6,42.42,Y,,
1102,CG044-003,03R011MW,7/24/2017,49.48,7/18/2019,65.5,44.18,Y,,
1103,CG044-003,FT03PEW4,7/12/2018,49.98,7/12/2019,60,47.09,Y,,
1104,CG044-003,FT03VW7D,,,8/8/2019,57,53.28,Y,,
1105,CG041-010,10C003MW,7/10/2018,38.01,7/10/2019,41,36.95,Y,,
1106,CG041-010,10C006MW,7/11/2018,57.47,7/15/2019,99.5,56.84,Y,,
1107,CG041-010,10C007MW,7/11/2018,54,7/15/2019,119,52.36,Y,,
1108,CG041-010,10C009MW,7/11/2018,48.11,7/15/2019,49.85,48.11,Y,,
1109,CG041-010,10C017AMW,7/11/2018,29.97,7/10/2019,49.59,28.71,Y,,
1110,CG041-010,10C017BMW,7/11/2018,35.02,7/10/2019,89.68,33.64,Y,,
1111,CG041-010,10C019AMW,7/11/2018,88,7/15/2019,119,85.44,Y,,
1112,CG041-010,10C019BMW,7/11/2018,57.7,7/15/2019,153.5,56.03,Y,,
1113,CG041-010,10C021BMW,7/11/2018,25.41,7/15/2019,113.6,23.92,Y,,
1114,CG041-010,10C027MW,7/10/2018,50.8,7/10/2019,69.5,51.68,Y,,
1115,CG041-010,10C028MW,7/10/2018,28.41,7/10/2019,39.18,22.55,Y,,
1116,CG041-010,10C029MW,7/9/2019,26.09,7/10/2019,43,26.12,Y,,
1117,CG041-010,10C035RW,7/10/2018,49.42,7/10/2019,56,51.16,Y,,
1118,CG041-010,10C040RW,7/10/2018,42.29,7/10/2019,44.3,41.23,Y,,
1119,CG041-010,10C041RW,7/22/2019,37.69,8/8/2019,53,37.74,Y,,
1120,CG041-010,10C045RW,7/10/2018,46.73,7/10/2019,55,50.66,Y,,
1121,CG041-010,10C050RW,8/3/2018,29.07,7/10/2019,43,36.28,Y,,
1122,CG041-010,10C051RW,7/10/2018,35.28,7/10/2019,50,27.71,Y,,
1123,CG041-010,10C054RW,7/10/2018,33.95,7/10/2019,52.5,32.92,Y,,
1124,CG041-010,10C055RW,7/10/2018,28.82,7/10/2019,55,48.99,Y,,
1125,CG041-010,10M004MW,7/11/2018,39.41,7/10/2019,46,38.56,Y,,
1126,CG041-010,10M007MW-R,7/9/2019,26.28,8/8/2019,45,26.26,Y,,
1127,CG041-010,10R003MW,7/10/2018,24.57,7/10/2019,29,23.74,Y,,
1128,CG041-010,10R004MW,2/8/2019,67.87,7/15/2019,71,67.03,Y,,
1129,CG041-010,10R005MW,7/11/2018,73.32,7/15/2019,77.5,72.68,Y,,
1130,CG044-013,13C003MW,7/1/2019,16.14,7/24/2019,87,19.96,N,Thin PDB,
1131,CG044-013,13C004MW,7/1/2019,18.22,7/24/2019,59,20.6,N,Thin PDB, PDB won't go down farther than 59'
1132,CG044-013,13C038MW,8/8/2018,39.83,7/24/2019,97,29.63,Y,,
1133,CG044-013,13C039MW,8/8/2018,40.17,7/24/2019,139,30.3,Y,,
1134,CG044-013,13C041PZD,8/3/2018,33,7/26/2019,170.7,24.41,Y,,
1135,CG044-013,13C041PZM,8/3/2018,30,7/26/2019,130.4,22.25,Y,,
1136,CG044-013,13C041PZS,8/3/2018,29.3,7/26/2019,105,21.82,Y,,
1137,CG044-013,13C042MW,8/3/2018,32.11,8/2/2019,178.75,23.5,Y,,
1138,CG044-013,13C043MW,8/3/2018,32.67,7/26/2019,174,24.71,Y,,
1139,CG044-013,13C044MW,8/3/2018,33.06,7/26/2019,179,25.25,Y,,
1140,CG044-013,13C045MW,2/6/2019,29.56,8/2/2019,176.58,27.77,Y,,
1141,CG044-013,13C046MW,8/3/2018,36.33,8/2/2019,172.79,28.94,Y,,
1142,CG044-013,13C048PZS,8/1/2017,36.42,7/24/2019,79,25.87,Y,,
1143,CG044-013,13C049MW,8/3/2018,25.93,8/2/2019,92.2,19.5,Y,,
1144,CG044-013,13C054MW,2/6/2019,25.99,8/2/2019,250.14,24,Y,,
1145,CG044-013,13C055MW,8/3/2018,32.55,8/2/2019,285,24.09,Y,,
1146,CG044-013,13C056MW,8/8/2018,36.69,7/24/2019,102,26.56,Y,,
1149,CG044-013,13C058MW,8/8/2018,36.18,7/25/2019,262,23.87,Y,,
1150,CG044-013,13C071MW,8/8/2018,35.91,7/24/2019,38.73,24.42,Y,,
1151,CG044-013,13C089AMW,8/8/2018,35.53,7/24/2019,51.55,26.77,Y,,
1152,CG044-013,13C089BMW,8/8/2018,36.05,7/24/2019,100.48,27.35,Y,,
1153,CG044-013,13C090AMW,8/8/2018,37.6,7/24/2019,56.15,28.23,Y,,
1154,CG044-013,13C090BMW,8/8/2018,37.93,7/24/2019,100.88,28.95,Y,,
1155,CG044-013,13C103MW,2/6/2019,24.89,8/2/2019,95,24.04,Y,,
1156,CG044-013,13C104MW,2/6/2019,28.72,8/2/2019,105,26.89,Y,,
1157,CG044-013,13C105MW,2/6/2019,23.87,7/26/2019,197,23.74,Y,,
1158,CG044-013,13C106MW,2/6/2019,25.55,7/26/2019,250,23.36,Y,,
1159,CG044-013,13L001MW,7/31/2018,38.24,7/14/2019,107.5,31.16,Y,,
1160,CG044-013,13L007MW,7/25/2019,28.31,8/9/2019,96,30.82,Y,,
1161,CG044-013,13L009MW,8/2/2017,36.2,7/25/2019,103,23.29,Y,,
1162,CG044-013,13L010MW,2/6/2019,30.21,7/24/2019,107,29.73,Y,,
1163,CG044-013,13L018MW,8/8/2018,41.9,7/24/2019,208,32.04,Y,,
1164,CG044-013,13L022MW,8/8/2018,34.63,7/25/2019,189,24.41,Y,,
1165,CG044-013,13L028MW,8/8/2018,39.26,7/24/2019,174,29.87,Y,,
1166,CG044-013,13L029MW,8/8/2018,39.32,7/24/2019,100.5,30.38,Y,,
1167,CG044-013,13L030MW,8/3/2018,33.27,7/26/2019,180,25.1,Y,,
1168,CG044-013,13L031MW,8/3/2018,32.69,8/2/2019,188.1,24.45,Y,,
1169,CG044-013,13L032MW,8/8/2018,35.65,7/26/2019,197,24.32,Y,,
1170,CG044-013,13O033MW,8/3/2018,34.48,8/2/2019,118.51,26.28,Y,,
1171,CG044-013,13O034MW,8/3/2018,33.28,8/2/2019,127.2,24.65,Y,,
1172,CG044-013,13O035MW,8/3/2018,33.5,8/2/2019,164.4,24.79,Y,,
1173,CG044-013,13O036MW,8/8/2018,36.27,7/26/2019,124,24.94,Y,,
1174,CG044-013,13O037MW,8/8/2018,31.71,7/26/2019,192,20.17,Y,,
1175,CG041-017,17C009MW,8/7/2018,45.64,8/1/2019,46,44.95,Y,,
1176,CG041-017,17C010MW,8/7/2018,62.71,8/1/2019,63,62.08,Y,,
1177,CG041-017,17C015AMW,2/15/2019,3.77,7/30/2019,13.5,12.93,Y,,
1178,CG041-017,17C015BMW,2/15/2019,8.62,7/30/2019,54,14.14,Y,,
1179,CG041-017,17C156MW,8/7/2018,12.21,8/1/2019,34,11.85,Y,,
1180,CG041-017,17C157MW,8/7/2018,12.66,8/1/2019,33,12.27,Y,,
1181,CG041-017,17C159MW,8/7/2018,12.29,8/1/2019,30,13.41,Y,,
1182,CG041-017,17C160MW,8/7/2018,14.13,8/1/2019,30,12.04,Y,,
1183,CG041-017,17C161MW,8/7/2018,14.01,7/31/2019,20.18,13.86,Y,,
1184,CG041-017,17C162MW,8/7/2018,14.8,8/1/2019,18.5,14.58,Y,,
1185,CG041-017,17C164MW,8/7/2018,10.66,8/1/2019,12.5,12.5,Y,,
1186,CG041-017,17C165BMW,2/15/2019,17.15,8/1/2019,39,16.19,Y,,
1187,CG041-017,17C166MW,2/15/2019,14.44,8/1/2019,39,14,Y,,
1188,CG041-017,17C168MW,8/7/2018,12.77,7/30/2019,28,12.11,Y,,
1189,CG041-017,17C169MW,8/7/2018,11.95,7/30/2019,20,11.61,Y,,
1190,CG041-017,17H15AMW,3/11/2019,11.69,,16,16.59,N,Grab Sample Collected w/ Bailer Due to Insufficient Water column,
1191,CG041-017,17H15BMW,8/7/2018,16.6,7/30/2019,28,16.22,Y,,
1192,CG041-017,17H16BMW,2/15/2019,6.04,7/30/2019,29,13.77,Y,,
1193,CG041-017,17H17BMW,8/7/2018,16.27,7/30/2019,26,15.9,Y,,
1194,CG041-017,17L010MW,2/15/2019,6.98,7/30/2019,15.1,15.1,Y,,
1195,CG041-017,17V001MW,8/7/2018,18.21,8/1/2019,22,17.7,Y,,
1196,CG041-017,17V012MW,8/7/2018,15.31,8/1/2019,17,14.82,Y,,
1197,CG041-017,UCL001MW,8/7/2018,32.29,8/1/2019,36,31.37,Y,,
1198,CG041-017,18C021AMW,2/15/2019,51.8,7/12/2019,62,47.82,Y,,
1199,CG041-017,18C021BMW,8/1/2018,51.6,7/12/2019,94,47.61,Y,,
1200,CG041-017,18C028MW,2/15/2019,52.13,7/12/2019,74,49.13,Y,,
1201,CG041-017,18C043MW,8/2/2018,48.85,7/12/2019,72,44.75,Y,,
1202,CG041-017,18C044MW,7/9/2019,48.39,7/25/2019,74,44.6,Y,,
1203,CG041-017,18C047MW,8/1/2018,46.79,7/12/2019,56,43.1,Y,,
1204,CG041-017,31C006BMW,7/13/2018,44.7,7/31/2019,113,41.37,Y,,
1205,CG041-017,31C006CMW,7/13/2018,46.45,7/31/2019,142.5,41.16,Y,,
1206,CG041-017,31C011AMW,,,,,,N,EVO on probe. No deployment. Grab Sample w/ pump,
1207,CG041-017,31C011BMW,7/13/2018,54.02,8/1/2019,133,49.1,Y,,
1208,CG041-017,31C012AMW,7/31/2018,50.54,7/19/2019,110,45.07,Y,,
1209,CG041-017,31C012BMW,7/31/2018,50.49,7/14/2019,136,45.6,Y,,
1210,CG041-017,31C013MW,7/23/2018,50.09,8/1/2019,101,46.84,Y,,
1211,CG041-017,31C015MW,7/27/2018,50.73,7/23/2019,110,46.18,Y,,
1212,CG041-017,31C018MW,7/31/2018,51.09,7/23/2019,95,46.52,Y,,
1213,CG041-017,31C020MW,7/27/2018,51.5,7/30/2019,104,46.91,Y,,
1214,CG041-017,31C022MW,7/26/2018,49.7,7/23/2019,107,45.2,Y,,
1215,CG041-017,31C026MW,7/1/2019,43.64,7/19/2019,96,43.33,Y,,
1216,CG041-017,31C032MW,7/27/2018,48.98,8/1/2019,100,44.44,Y,,
1217,CG041-017,31C033MW,7/31/2018,49.87,8/1/2019,105,45.41,Y,,
1218,CG041-017,31C035MW,7/9/2019,41.57,7/31/2019,100,41.22,Y,,
1219,CG041-017,31C041AMW,7/13/2018,49.53,7/25/2019,119,44.04,Y,,
1220,CG041-017,31C042AMW,2/14/2019,45.7,7/30/2019,63,43.78,Y,,
1221,CG041-017,31C042BMW,2/14/2019,45.77,7/30/2019,95,43.96,Y,,
1222,CG041-017,31C043MW,2/14/2019,45.21,7/30/2019,95,43.37,Y,,
1223,CG041-017,31C045BMW,2/7/2019,44.2,8/2/2019,202.71,42.71,Y,,
1224,CG041-017,31C046AMW,2/8/2019,36.43,7/19/2019,155,34.28,Y,,
1225,CG041-017,31C046BMW,2/8/2019,36.33,7/19/2019,206,34.17,Y,,
1226,CG041-017,31C047AMW,2/8/2019,33.72,7/19/2019,152,31.54,Y,,
1227,CG041-017,31C047BMW,2/8/2019,33.69,7/19/2019,195,31.47,Y,,
1228,CG041-017,31C048AMW,2/8/2019,35.18,7/19/2019,153.69,33.23,Y,,
1229,CG041-017,31C048BMW,2/8/2019,35.05,7/19/2019,197.52,32.8,Y,,
1230,CG041-017,31R003MW,7/13/2019,53.25,7/23/2019,68,48.91,Y,,
1231,CG041-017,31R004BMW,7/19/2018,46.7,7/25/2019,109,41.9,Y,,
1232,CG041-017,31U001BMW,7/10/2018,50.02,7/31/2019,140,45.27,Y,,
1233,CG041-017,31U003BMW,7/19/2018,53.88,8/1/2019,138.93,49.11,Y,,
1234,CG041-017,UBL003MW,7/31/2018,43.62,7/19/2019,84,38.83,Y,,
1235,CG044-032,01C007AMW,2/14/2019,29.25,7/25/2019,60,31.1,Y,,
1236,CG044-032,01C007BMW,2/14/2019,22.99,7/25/2019,98,31.17,Y,,
1237,CG044-032,01C007CMW,2/14/2019,28.97,7/25/2019,180,32.27,Y,,
1238,CG044-032,01C008AMW,2/7/2019,43.78,7/24/2019,57,37.77,Y,,
1239,CG044-032,01C008BMW,8/3/2018,43.35,7/24/2019,108.5,38.46,Y,,
1240,CG044-032,01C008CMW,2/7/2019,44.04,7/24/2019,148.5,38.14,Y,,
1241,CG044-032,01C009AMW,7/13/2018,36.95,7/24/2019,78.79,33.69,Y,,
1242,CG044-032,01C009BMW,2/18/2019,33.87,7/24/2019,128,33.61,Y,,
1243,CG044-032,01C009CMW,7/13/2018,34.84,7/24/2019,210,32.06,Y,,
1244,CG044-032,01C011AMW,2/14/2019,32.83,7/25/2019,60,33.09,Y,,
1245,CG044-032,01C011BMW,2/14/2019,31.68,7/25/2019,140.5,34.01,Y,,
1246,CG044-032,01C011CMW,2/14/2019,31.82,7/25/2019,190,34.28,Y,,
1247,CG044-032,01C101AMW,7/13/2018,37.61,8/1/2019,65,35.2,Y,,
1248,CG044-032,01C101BMW,7/13/2018,37.69,8/1/2019,96,34.85,Y,,
1249,CG044-032,01C102AMW,7/17/2018,44.93,7/17/2019,52.5,42.45,Y,,
1250,CG044-032,01C102BMW,7/17/2018,44.84,7/17/2019,115,42.36,Y,,
1251,CG044-032,01C103AMW,7/13/2018,38.64,8/1/2019,95,36.06,Y,,
1252,CG044-032,01C103BMW,7/13/2018,38.59,8/1/2019,125.9,35.96,Y,,
1253,CG044-032,01C104AMW,2/7/2019,40.18,7/23/2019,65,38.63,Y,,
1254,CG044-032,01C104BMW,7/13/2018,41.31,7/23/2019,125,38.57,Y,,
1255,CG044-032,01C106MW,7/9/2019,43.72,7/25/2019,52,43.7,Y,,
1256,CG044-032,01L001MW,8/3/2018,52.61,8/1/2019,107,44.25,Y,,
1257,CG044-032,01L002MW,2/14/2019,34.29,7/25/2019,100.5,35.22,Y,,
1258,CG044-032,01L003MW,2/14/2019,34.05,7/25/2019,93,34.65,Y,,
1259,CG044-032,01L005MW,7/24/2019,40.34,8/8/2019,93,40.39,Y,,
1260,CG044-032,01L007MW,,,8/1/2019,95,33.88,Y,,
1261,CG044-032,01L009MW,2/7/2019,38.01,8/1/2019,68,36.57,Y,,
1262,CG044-032,01L010MW,7/1/2019,44.72,8/1/2019,72,44.64,Y,,
1263,CG044-032,01R003MW,,,7/23/2019,60,34.11,Y,,
1264,CG044-032,01R007MW,7/1/2019,44.22,7/17/2019,61,44.29,Y,,
1265,CG044-032,01R008MW,7/17/2018,43.01,7/17/2019,59,40.52,Y,,
1266,CG044-032,05R002MW,2/7/2019,60.77,7/17/2019,161,58.86,Y,,
1267,CG044-032,05R003MW,2/7/2019,69.45,7/17/2019,85,67.29,Y,,
1268,CG044-032,11C003MW,7/22/2019,12.57,8/8/2019,74,63.66,Y,,
1269,CG044-032,11C004MW,7/18/2018,62.73,7/18/2019,70.2,60.72,Y,,
1270,CG044-032,21L001MW,,,7/17/2019,112,42.78,Y,,
1271,CG044-032,21L002MW,2/7/2019,44.46,7/17/2019,70,42.5,Y,,
1272,CG044-032,32C009AMW,7/17/2018,54.85,7/17/2019,60.5,52.52,Y,,
1273,CG044-032,32C009BMW,7/17/2018,54.91,7/17/2019,141.28,,Y,,
1274,CG044-032,32C026IW,7/18/2018,58.4,7/17/2019,125,56.01,Y,,
1275,CG044-032,32C027EW,7/17/2018,68.33,7/17/2019,105,65.86,Y,,
1276,CG044-032,32C037MW,7/18/2018,60.48,7/22/2019,75,50.39,Y,,
1277,CG044-032,32C040MW,7/18/2018,62.41,7/17/2019,73,66.05,Y,,
1278,CG044-032,32C081MW,2/18/2019,39.37,7/24/2019,128,39.08,Y,,
1279,CG044-032,32C082AMW,2/11/2019,37.07,7/29/2019,95,37.13,Y,,
1280,CG044-032,32C082BMW,2/11/2019,35.66,7/29/2019,160,35.99,Y,,
1281,CG044-032,32C083AMW,2/11/2019,36.77,7/29/2019,150,40.38,Y,,
1282,CG044-032,32C083BMW,2/11/2019,36.52,7/29/2019,205,40.1,Y,,
1283,CG044-032,32C084AMW,2/7/2019,41.02,7/24/2019,150,44.38,Y,,
1284,CG044-032,32C084BMW,2/7/2019,40.89,7/24/2019,210,43.94,Y,,
1285,CG044-032,32R002MW,7/17/2018,55.95,7/17/2019,166,53.6,Y,,
1286,CG044-032,SD32VE4D,7/18/2018,61.35,7/16/2019,70,59.29,Y,,
1287,SS023,23L001MW,7/3/2018,19.67,7/17/2019,45.5,17.56,Y,,
1288,SS023,23L004MW,7/3/2018,14.2,7/17/2019,43,12.46,Y,,
1289,SS023,23U001AMW,7/9/2018,20.31,7/16/2019,28,18,Y,,
1290,SS023,23U008AMW,7/3/2018,21.39,7/17/2019,42.2,19.16,Y,,
1291,SS023,23U008BMW,7/3/2018,32.01,7/17/2019,59.9,29.82,Y,,
1292,SS023,BAT-3MW,7/9/2018,10.24,7/17/2019,38,8.81,Y,,
1293,SS023,BAT-5BMW-R,7/2/2018,14.13,7/17/2019,37.5,12.71,Y,,
1294,SS023,OWSM-C001MW,7/3/2018,15.79,7/17/2019,22.68,14.13,Y,,
1295,SS023,SWMU23U002AMW,7/3/2018,21.17,7/17/2019,29.8,18.96,Y,,
1296,SS023,SWMU23U002BMW,2/6/2019,34.7,7/17/2019,57.2,32.42,Y,,
1297,SS023,SWMU23U003BMW,7/2/2018,7.27,7/16/2019,49,6.58,Y,,
1298,SS023,SWMU23U004BMW,7/2/2018,15.3,7/15/2019,51,13.61,Y,,
1299,SS023,SWMU23U005BMW,7/3/2018,13.9,7/15/2019,46,12.21,Y,,
1300,SS023,SWMU23U006BMW,7/3/2018,15.87,7/15/2019,44.86,14,Y,,
1301,SS023,SWMU23U007BMW,7/16/2018,16.29,7/15/2019,46,14.22,Y,,
1302,SS023,SWMU34U001MW,7/3/2018,16.89,7/17/2019,38.2,15.33,Y,,
1303,CG041-029,29C008AMW,7/31/2018,33.2,7/26/2019,48,30.66,Y,,
1304,CG041-029,29C008BMW,7/31/2018,40.69,7/26/2019,73,37.24,Y,,
1305,CG041-029,29C009BMW,7/27/2018,29.89,7/29/2019,65,26.94,Y,,
1306,CG041-029,29C037AMW,7/31/2018,27.13,7/26/2019,32.79,24.4,Y,,
1307,CG041-029,29C037BMW,7/31/2018,32.53,7/26/2019,32,29.23,Y,,
1308,CG041-029,29C038AMW,7/27/2018,27.38,7/29/2019,38,24.42,Y,,
1309,CG041-029,29C038BMW,7/27/2018,35.79,7/29/2019,70,31.86,Y,,
1310,CG041-029,29C040AMW,7/27/2018,26.09,7/25/2019,70,21.9,Y,,
1311,CG041-029,29C040BMW,7/27/2018,26.05,7/25/2019,99.5,21.78,Y,,
1312,CG041-029,29L004MW,7/27/2018,39.62,7/26/2019,84,35.01,Y,,
1313,CG041-029,29VW004,7/31/2018,24.78,7/26/2019,33.5,22.29,Y,,
1314,CG041-039,19C001MW,7/27/2018,33.14,7/11/2019,89.5,29.3,Y,,
1315,CG041-039,19C002MW,8/9/2018,32.92,7/15/2019,75,29.16,Y,,
1316,CG041-039,19C003MW,8/9/2018,32.64,7/15/2019,89,28.95,Y,,
1317,CG041-039,19L001MW,8/9/2018,31.89,7/15/2019,74,28.23,Y,,
1318,CG041-039,19L002MW,7/27/2018,29.55,7/15/2019,80,25.84,Y,,
1319,CG041-039,36U001MW,7/27/2018,27.85,7/11/2019,35,24.7,Y,,
1320,CG041-039,39C013BMW,7/27/2018,30.44,7/10/2019,71.5,26.96,Y,,
1321,CG041-039,39C014BMW,7/25/2018,17.15,7/10/2019,55,14.03,Y,,
1322,CG041-039,39C015AMW,7/20/2018,12.69,7/10/2019,53,14.65,Y,,
1323,CG041-039,39C016MW,8/9/2018,28.53,7/15/2019,170.1,24.38,Y,,
1324,CG041-039,39C017BMW,8/2/2018,32.13,7/31/2019,61,29.7,Y,,
1325,CG041-039,39C019AMW,7/27/2018,13.25,7/12/2019,27.8,10.08,Y,,
1326,CG041-039,39C019BMW,7/27/2018,25.96,7/12/2019,66.5,23.85,Y,,
1327,CG041-039,39C025MW,7/27/2018,13.99,7/12/2019,36.5,11.21,Y,,
1328,CG041-039,39C045BMW,2/14/2019,29.75,7/31/2019,57,28.91,Y,,
1329,CG041-039,39C047MW,7/27/2018,22.53,7/12/2019,39,19.28,Y,,
1330,CG041-039,39C058AMW,7/20/2018,22.45,7/11/2019,37.2,19.42,Y,,
1331,CG041-039,39C058BMW,7/20/2018,21.31,7/11/2019,57.36,18.4,Y,,
